review_id,reviewer_id,product_name,rating,is_recommended,review_text,fake_probability,uncertainty,your_label,label_notes
40402,RID_4566238540,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,FALSE,"These batteries work well for me in BT computer mice, electronic device remotes and LED flashlights.",0.4999043,0.9998086,G,
33077,RID_8708055531,Unknown Product,5,TRUE,"This has a great UI. I've used all the different streaming devices and this is by far the cleanest, fastest, and offers a lot of app selections.Works great with Playstation Vue!",0.49990073,0.99980146,G,
14288,RID_5486873405,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,TRUE,"The tablet was on a great deal for black friday. I purchased it just for reading books and lightly going online. I am not expecting amazing power from something so cheap, I dig it for what it can do and not for what I think it should do.",0.5001284,0.9997432,G,
25285,RID_3468164368,"Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,
Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,",5,TRUE,"My second Alexa, easy to set up and simple to use. Very pleased with purchase.",0.4998667,0.9997334,G,
25443,RID_1102011811,"Amazon Fire Tv,,,
Amazon Fire Tv,,,",5,TRUE,"Having fun learning all that Alexa can do. Easy to program, even easier to use.",0.4998667,0.9997334,G,
23949,RID_2597705188,"Echo (White),,,
Echo (White),,,",5,TRUE,I bought this to work with my alarm system and works great.,0.50013447,0.99973106,G,
25121,RID_3684164523,"Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,
Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,",5,TRUE,"Alexa was so easy to set up and it has so many features that you can use. I like to do trial and error using Alexa, it is so much fun. I ask her to wake me up in the morning and it really worked. I have been having so much fun, since I bought it.",0.49985054,0.9997011,G,
43688,RID_1542958640,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,FALSE,Product as listed. Satisfied with purchase. Would buy again.,0.49984068,0.99968135,F,
16569,RID_2418282825,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",5,TRUE,"What I really like is that you can set up different profiles( boy,girl and myself ) and still you can use any device to play to favorite profile.I bought 2 and kids are very happy.",0.5001857,0.99962854,G,
20065,RID_6886106719,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",5,TRUE,"I purchased this Kindle for a friend. In fact, it's the third Kindle I have purchased for friends. It's light and can be used at the beach or in the dark. It's easy to use and worth the money.",0.499808,0.999616,G,
20698,RID_3598814183,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers,",5,TRUE,"I love my new Kindle! I have owned them all and each one improves on the last. It's a great way to read! I have the origami book cover as well and did not expect to like it but actually, I love it!",0.5002003,0.99959946,G,
47418,RID_4930604768,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,4,FALSE,this works well enough for the price point. I would recommend it if you are on a budget.,0.4997716,0.9995432,G,
28089,RID_4433088849,Unknown Product,5,TRUE,"I was one of the original Amazon Echo purchasers, and have loved using it ever since. I bought this one as a ""thank you"" gift for my wonderful brother-in-law, who baby-sat me through two cataract surgeries. He loves it too.",0.499753,0.999506,G,
22776,RID_8911104473,"Echo (White),,,
Echo (White),,,",1,FALSE,"Unless you have fiber optic internet, don't buy this. If you have ATT Uverse it will mess up the TV, lower the speed of your internet, and play havoc with the phone.It has not worked yet since getting it, since I only have 25mgb of internet, and it really does not work at that speed at all.",0.50030595,0.9993881,G,
2973,RID_8407314792,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",3,FALSE,"In my opinion it's very slow for internet use. Good for our 5 yr old to use but we purchased this for her to do online curriculums, which is almost impossible to do with this tablet because of the speed. Our internet connection is great with every other laptop and computer in the house.",0.50030607,0.99938786,G,
42694,RID_2443156208,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,FALSE,"I love having a box of these. They are packed in bundles of 4. This makes them a lot less mess. They seem to last just as long as other big name brands, and are cheaper. They are in the drawer, with a box of AA and 9v. All in their own boxes and easy to grab and get some out. No more ziplock bag full of random batteries.",0.49965703,0.99931407,G,
43765,RID_2891680822,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,FALSE,"These are just as good as Duracell or Eveready brands. So much cheaper to subscribe to these than giving up the big bucks at the store, and having to run out and get them too.",0.50035006,0.9992999,G,
22583,RID_7305086495,"Echo (White),,,
Echo (White),,,",5,TRUE,I love it. Alexa she does everything I need it plays music,0.50035095,0.9992981,F,
1533,RID_3398234002,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",5,TRUE,Always a good price and good for what it's meant for.,0.5003754,0.9992492,G,
40105,RID_4453453605,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,FALSE,No issues Amazon Basic batteries.,0.4996118,0.9992236,F,
20576,RID_5280104854,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers,",5,TRUE,Great product. Great for the beach or reading at anytime anywhere,0.49960583,0.99921167,G,
53444,RID_2424883769,"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",5,TRUE,This Fire worked great but I returned it because it was not the one I wantedBest Buy took it back for a full refund with no problems Best Buy is alsome,0.50042254,0.9991549,G,
55819,RID_2424883769,"Fire Tablet with Alexa, 7 Display, 16 GB, Magenta - with Special Offers",5,TRUE,This Fire worked great but I returned it because it was not the one I wantedBest Buy took it back for a full refund with no problems Best Buy is alsome,0.50042254,0.9991549,G,
10722,RID_1039257739,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,TRUE,The kindle is light and easy to use. Was able to get up and running within 10 minutes. Easy to charge. Programs are easy to view for older eyes. Perfect starter technology for the no tech generation.,0.5004346,0.99913085,G,
45265,RID_4363347959,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,5,FALSE,These batteries have a lot of power.My calculate acts like its on steroids.,0.50044817,0.99910367,G,
19773,RID_3262806470,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",5,TRUE,"We have 3 Kindles, all paper white models. They are lighter than the original model with the light on a spring. Both my grandson and I have iPads which we use for internet etc. The Kindles are the best for reading which helps encourage young readers.",0.49949518,0.99899036,G,
9099,RID_6745490475,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,TRUE,I bought this as a gift for a friend with a small child. The low cost of the tablet and general sturdiness of it made it ideal for her little one to play with and be entertained with the children's apps. Good tablet for day to day use.,0.49948925,0.9989785,G,
5601,RID_8238560350,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,TRUE,"excellent choice for a 3,8,10,and 11 year old child.i made a great choice when i decided to purchase 2 of the 7 inch tablets for christmas gifts.i am very pleased.",0.4994853,0.9989706,G,
18174,RID_9546719188,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",5,TRUE,"This is my third Kindle & each one has been excellent. My most recent purchase was the Paperwhite because of the built in light. I really enjoy reading with, especially in dark places.",0.49948335,0.9989667,G,
29598,RID_9265268806,Unknown Product,5,TRUE,This product is amazing and I would recommended to anybody!!!,0.49947917,0.99895835,G,
33436,RID_6593626284,Unknown Product,5,TRUE,Very easy to use. Great for travel. Access to many many movies.,0.5005389,0.9989222,G,
4781,RID_3727091588,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,TRUE,Great tablet especially for the price.Brother loved it for Christmas.,0.5005405,0.998919,G,
11552,RID_4045707831,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,TRUE,"I bought this for my 7 yr. old, for reading, games, and netflix. The only minor annoyance are the ads. Its a little difficult for young new users at first, but she will figure it out! Overall a great purchase!!",0.49944356,0.9988871,G,
22188,RID_2702979532,"Echo (White),,,
Echo (White),,,",4,TRUE,"We like our Echo, but maybe slightly pricey. It's a great speaker; easy to set-up & connects to you phone.",0.49942297,0.99884593,G,
29765,RID_7948827101,Unknown Product,5,TRUE,Great little streaming device. Mainly use for Netflix and Playstation Vue,0.5005805,0.998839,G,
23338,RID_4089943341,"Echo (White),,,
Echo (White),,,",5,TRUE,"Easy to set up and use. We use her all the time to set alarms, check weather turn lights on and off, listen to music, etc. I liked it so much I bought one for my Mom and Brother for Christmas.",0.49941656,0.9988331,G,
20389,RID_1791136831,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers,",5,TRUE,Been a Kindle fan since 1.0. Keeps getting better. I thought the original Paperwhite was perfect however the extra storage and speed are needed and a welcome addition.,0.50059557,0.99880886,G,
52370,RID_1133735707,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",5,TRUE,this tablet has the best battery ive ever seen. The picture is great too.,0.5006037,0.99879265,G,
59463,RID_1133735707,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",5,TRUE,this tablet has the best battery ive ever seen. The picture is great too.,0.5006037,0.99879265,G,
3245,RID_5098934234,"Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,",1,FALSE,Over Priced due to the cost of Kindle at 289.00. Should come with Kindle.,0.49938682,0.99877363,G,
42267,RID_3600158305,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,FALSE,"Great price! I found no difference in the longevity of these batteries, as the more expensive brands.",0.5006514,0.99869716,G,
30646,RID_6272692451,Unknown Product,4,TRUE,This FireTV has more streaming options than many of the other devices I have tried. It is now a mainstay in my home.,0.50065583,0.99868834,G,
43271,RID_2207445238,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,FALSE,I ordered these batteries 2 months ago. I don't really have a lot of things that require AAA batteries. My tv remote finally died and I put in these batteries. And my remote tells me that these brand new batteries are low.,0.49932915,0.9986583,G,
48020,RID_7492192298,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,5,FALSE,They dooooo the job at amore reasonable price.,0.4993162,0.9986324,F,
5880,RID_2814401927,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,TRUE,Friendly user for kids enjoyed being able to read books.,0.50069547,0.99860907,G,
45407,RID_1855818750,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,FALSE,"I put two of these batteries in my wireless mouse and in less than two hours use, they had burned up. The mouse quit working and I went to check the batteries and they literally burned my fingers trying to get them out. I will throw the rest of them away and NEVER buy these again.I know I'll never get my money back. I'll just write it off as a lesson learned.",0.50072813,0.99854374,G,
24353,RID_3525153025,"Echo (White),,,
Echo (White),,,",5,TRUE,"Only used a few times since I bought it, but the few questions I asked answered them fast and correctly",0.49925914,0.9985183,G,
17339,RID_1320157663,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",4,TRUE,My 3 yr old son loves his tablet. He takes it almost everywhere and it keeps him entertained.,0.4992504,0.9985008,G,
2441,RID_6141700713,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",5,TRUE,nice tabket for the money with many nice features and durable,0.49923924,0.9984785,G,
59144,RID_6550241711,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",5,TRUE,nice tabket for the money with many nice features and durable,0.49923924,0.9984785,G,
42370,RID_1884541411,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,FALSE,Amazon batteries are high quality.,0.49922118,0.99844235,F,
24061,RID_3788709194,"Echo (White),,,
Echo (White),,,",5,TRUE,Excellent product by Amazon. Many uses to make my life easier and fun. I have 2 Echos and a Dot. Well worth the money.,0.5007893,0.99842143,G,
34589,RID_7037039912,Unknown Product,5,TRUE,"Simply the best to watch tv series and movies. It works even better if you are an Amazon Prime subscriber, with access to a many free goodies.",0.49917537,0.99835074,G,
365,RID_6720998656,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",5,TRUE,I purchased this tablet mostly for entertainment. I enjoy playing games and this tablet is great for that purpose. Also plan on using it for reading electronic books.,0.49916634,0.9983327,G,
21615,RID_4243028519,"Echo (White),,,
Echo (White),,,",5,TRUE,"When I purchased the Kindle, I was doing a lot of travel. It was great having access to material that had been downloaded prior to leaving.Great item for all ages.",0.50084484,0.9983103,G,
26254,RID_5721136231,"Amazon Fire Tv,,,
Amazon Fire Tv,,,",5,TRUE,Echo works great and she is much funnier then Siri for sure and they are expanding her capacity all the time. Well worth the money,0.50086194,0.9982761,G,
51319,RID_5630505853,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",5,TRUE,The screen size is good and the HD pictures are clear. I also like the camera photos. They are better than my cell phone camera. The size of the pictures are great. I would recommend this Fire HD for the ease of use.,0.49913308,0.99826616,G,
58814,RID_5630505853,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",5,TRUE,The screen size is good and the HD pictures are clear. I also like the camera photos. They are better than my cell phone camera. The size of the pictures are great. I would recommend this Fire HD for the ease of use.,0.49913308,0.99826616,G,
28516,RID_5102296574,Unknown Product,5,TRUE,"I have been watching the reviews online and checking with friends that have purchased the Echo to see how much they liked or disliked its features. Last person I talked to went on and on about all the things there were using it for and that persuaded me it was time and Amazon Prime Day was the perfect opportunity to go for it. Amazon did a fantastic job of creating this tubular info-taining command center! There are so many cool and awesome things its able to do that I'll hit the highlights that work for our household. First, we love that it follows your voice in the room (the circle lighting will show which direction it is 'listening'), the speaker is wonderfully balanced, so whether listening to music, the news or to Alexa speaking, I have nothing but high marks for its sound quality, given its size. Next, set up (after downloading the app to our iPhones) was quick, easy and very intuitive. The more you look over the app, the more you will realize a world of 'skills' that the unit is able to perform once they are turned on and you master the right sequence of keywords to initialize them. We've added things to shopping lists, while asking about the weather and our calendar of events and then asked Alexa to change the temp of our Nest thermostats in various parts of the house, simply by saying her name and then our commands, sometimes sitting in the living room or simply pass through - she is always there listening and ready. We've ordered some LED programmable lights and I can hardly wait for Alexa to help set the mood in the house, room to room, all from a simple voice request. Even though we are fairly tech savvy and have phone, tablets and watches that can control devices, its HUGE to just ask for something and a pleasant voice setting it in motion.I am a regular Amazon Prime shopper and reviewer, if my review helped you in making up your mind about whether to purchase the Echo, please mark the ‘Helpful’ button, it tells Amazon that folks are in fact reading reviews like this. Thanks!",0.4991251,0.9982502,G,
18188,RID_4166206511,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",5,TRUE,We bought this to use instead of an IPad for reading books. It's a great buy! no glare from sunlight or lightbulbs and super light and easy to carry around!,0.49910894,0.9982179,G,
40418,RID_4972285588,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,FALSE,"These work fine, no bad ones found yet.",0.4990991,0.9981982,F,
2414,RID_8556565550,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",4,TRUE,"Works good, has very nice screen brightness and resolution",0.498975,0.99795,G,
14788,RID_7392453918,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",4,TRUE,"Purchased this for my grandson. It works great. However, if I were to do it over again I would spend the extra $$$ to get the one without the ads. They drive you crazy. The ads make the cheaper unit really frustrating.",0.49896228,0.99792457,F,
53254,RID_4540031534,"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",4,TRUE,"Purchased this for my grandson. It works great. However, if I were to do it over again I would spend the extra $$$ to get the one without the ads. They drive you crazy. The ads make the cheaper unit really frustrating.",0.49896228,0.99792457,F,
55668,RID_4540031534,"Fire Tablet with Alexa, 7 Display, 16 GB, Magenta - with Special Offers",4,TRUE,"Purchased this for my grandson. It works great. However, if I were to do it over again I would spend the extra $$$ to get the one without the ads. They drive you crazy. The ads make the cheaper unit really frustrating.",0.49896228,0.99792457,F,
11764,RID_7781877018,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,TRUE,This is perfect cause my nephew is more calm.. this tablet is awesome. He loves it.,0.49895388,0.99790776,G,
31557,RID_2963608766,Unknown Product,5,TRUE,Absolutely love it! Watch movies all the time. Great investment!,0.501058,0.99788404,G,
10212,RID_5890028511,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,TRUE,We bought this for our youngest 2 now our oldest 2 wants one! What's great is the price and you can expand it from 8gb up to 128gb I believe!,0.49892348,0.99784696,G,
2139,RID_1064860754,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",5,TRUE,Screen size good for older people. Great resolution and easy to use.,0.5011009,0.9977982,G,
28221,RID_6492944409,Unknown Product,5,TRUE,"I have implemented several smart devices throughout our home like Nest thermostats, a Sonos controller, WeMo switches, a Dropcam HD camera and a Ring doorbell. The Echo is quickly becoming the smart hub to control many of these devices. Setup was quick and easy. Integration with my Pandora and Spotify accounts was a breeze. Now I just need to patiently wait for my Echo to beginning offering Sonos control.",0.49888662,0.99777323,G,
37034,RID_7803200737,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",5,FALSE,"The Amazon Kindle is a series of e-readers designed and marketed by Amazon. Amazon Kindle devices enable users to browse, buy, download, and read e-books, newspapers, magazines and other digital media via wireless networking to the Kindle Store.",0.49885505,0.9977101,F,
10401,RID_3133225604,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,TRUE,Enjoy playing games and checking email and face book on this. Still learning everything it can do.,0.5011514,0.99769723,G,
12623,RID_5158289734,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,TRUE,"I bought this for my son to have access to Netflix and a few games. Although I think the parental controls are too complicated, I really like the tablet.",0.4988454,0.9976908,G,
53182,RID_8584862303,"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",5,TRUE,"features are similar to my fire 6 and this upgrade is good. I wish it was lighter in weight, although I enjoy the larger screen.",0.49884105,0.9976821,G,
55604,RID_8584862303,"Fire Tablet with Alexa, 7 Display, 16 GB, Magenta - with Special Offers",5,TRUE,"features are similar to my fire 6 and this upgrade is good. I wish it was lighter in weight, although I enjoy the larger screen.",0.49884105,0.9976821,G,
52214,RID_7728978753,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",5,TRUE,"Purchased to replace the one I bought for my brother in August (physical damage). This time, bought the extended warranty. No issues or claims so far!",0.49883428,0.99766856,F,
59373,RID_7728978753,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",5,TRUE,"Purchased to replace the one I bought for my brother in August (physical damage). This time, bought the extended warranty. No issues or claims so far!",0.49883428,0.99766856,F,
26903,RID_1939453791,"Amazon Fire Tv,,,
Amazon Fire Tv,,,",5,TRUE,Bought 3 of these for gifts. I am in love with Alexa. She learns new things daily and is easy to understand.,0.5011874,0.99762523,G,
25480,RID_9040134194,"Amazon Fire Tv,,,
Amazon Fire Tv,,,",5,TRUE,"Alexa what's the weather like today? Alexa what is 256 times 122? Alexis play soft rock. You ask, and the unit goes to the web and gets you the answer or in one case the music. What more needs to be said?",0.5012057,0.99758863,G,
54679,RID_1936190870,"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",5,TRUE,"Small, powerful, and does well. I love this thing. It has all the apps I‚Äôd want a tablet to have and performs very well. My only complaint would be battery life being a bit on the poor side - but that‚Äôs my complaint with most of my electronics.",0.501221,0.997558,F,
53543,RID_5086839124,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)",5,TRUE,"For $50its a great 8in tablet, quality and speed was not what expected. It's fast and video quality is great",0.50127053,0.99745893,G,
20182,RID_3728980950,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",5,FALSE,"It's a great product, but giving the price, you can find the same thing in the form of a cheap tablet that does more. Still a solid product tho",0.4986944,0.9973888,G,
14578,RID_3804110459,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",4,TRUE,Good value for the price. Little bit heavy to carry.,0.50134975,0.9973005,G,
19224,RID_1338868751,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",5,TRUE,This is my 2nd kindle. I had a 2nd generation. The paper white screen clarity is excellent and it's very light.,0.5013522,0.9972956,G,
10647,RID_3819080914,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,TRUE,"Enjoyed this tablet. Easy to use, light weight to hold and good size carry in your purse",0.50135636,0.9972873,G,
27299,RID_9077787246,"Amazon Fire Tv,,,
Amazon Fire Tv,,,",4,TRUE,Alexa has been a great addition to our home. She does many things that we have not began to explore. We just got this for Christmas and look forward to advancing our home with Alexa.,0.49863333,0.99726665,G,
39874,RID_5375318173,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,FALSE,I love it.,0.49862763,0.99725527,F,
46105,RID_5375318173,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,5,FALSE,I love it.,0.49862763,0.99725527,F,
15999,RID_2673577431,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",5,TRUE,Great camera for a beginner very easy to understand,0.5014196,0.9971608,G,
17032,RID_4716692657,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",5,TRUE,Got one for my 4yr old. She loves it. It's very durable. I love that I can switch accounts and use it for myself too.,0.50142527,0.99714947,G,
50230,RID_7262765092,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",5,TRUE,Got one for my 4yr old. She loves it. It's very durable. I love that I can switch accounts and use it for myself too.,0.50142527,0.99714947,G,
56363,RID_7262765092,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",5,TRUE,Got one for my 4yr old. She loves it. It's very durable. I love that I can switch accounts and use it for myself too.,0.50142527,0.99714947,G,
43221,RID_5754164933,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,FALSE,It only took my little demons 3 days to figure out how to jimmie this thing open. It was really great while it lasted though.,0.5014736,0.9970528,G,
27282,RID_4342798332,"Amazon Fire Tv,,,
Amazon Fire Tv,,,",5,TRUE,so far daughter really likes it and it alexa sang her Happy Birthday! had no problem with getting it started either.,0.49852332,0.99704665,G,
46292,RID_4723924353,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,5,FALSE,Quality batteries that don't break the bank,0.49848124,0.9969625,G,
32850,RID_8417817325,Unknown Product,5,TRUE,"The Fire TV box definitely connects faster when using for streaming well worth the money at Best Buy.com definitely recommend it. No buffering, Stable!",0.49848047,0.99696094,G,
21519,RID_1502888879,"Echo (White),,,
Echo (White),,,",5,TRUE,This is the third kindle i have purchased they ate easy to operate,0.4984617,0.9969234,G,
11219,RID_8992125262,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,TRUE,Nice packaging. Easy setup. Great for a middle schooler.,0.49845898,0.99691796,G,
43875,RID_1165137406,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,FALSE,"Maybe I got a bad batch. However, with 48 batteries, you'd think if that were the case that some of them would work well, and for me they have not. The main way these are being used are in an Xbox remote. The Xbox is only used to run Netflix, Hulu, and Amazon Video on our tv, so I am basically using the game remote as a TV remote. It is never used for playing video games. That being said, I am lucky if a set of 2 of these batteries lasts 10 days in this remote. That is a far cry from name brand batteries I have bought. I purchased these thinking they would be a great deal. However, going through them 3x as fast as other batteries makes them a worse value, not to mention it is annoying to have to change them out so often. I will use up the ones I already bought, then I will not be buying any more.",0.50154525,0.9969095,G,
47905,RID_1165137406,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,FALSE,"Maybe I got a bad batch. However, with 48 batteries, you'd think if that were the case that some of them would work well, and for me they have not. The main way these are being used are in an Xbox remote. The Xbox is only used to run Netflix, Hulu, and Amazon Video on our tv, so I am basically using the game remote as a TV remote. It is never used for playing video games. That being said, I am lucky if a set of 2 of these batteries lasts 10 days in this remote. That is a far cry from name brand batteries I have bought. I purchased these thinking they would be a great deal. However, going through them 3x as fast as other batteries makes them a worse value, not to mention it is annoying to have to change them out so often. I will use up the ones I already bought, then I will not be buying any more.",0.50154525,0.9969095,G,
33546,RID_1340335234,Unknown Product,4,TRUE,I purchased this to watch Amazon Prime programing and Playstation Vue.This is way faster than the Fire Stick. Although I still have occasional glitches I can't for sure say its from the Fire TV versus the services.,0.4984312,0.9968624,G,
